Property URL,MLS ID,Number of days on Zillow,Property price (USD),Zestimate (USD),Rent zestimate (USD per month),Tax assessed value (USD),Sold date (MM/DD/YYYY),Living area,Living area unit,Price per living area unit (USD),Lot/land area,Lot/land area unit,Price per lot/land area unit (USD),Bedrooms,Bathrooms,Broker name,Broker agent,Is owner occupied,Property owned by Zillow,Property unit number,Street address,City,Zip,State,Country,Latitude,Longitude,Listing Type
https://www.zillow.com/homedetails/1001-Grandview-Ave-APT-407-Bridgeville-PA-15017/11434422_zpid/,,,68000,68500.0,981,50300.0,06/07/2023,753.0,sqft,90.31,91.48,sqft,743.36,1.0,1.0,,Marsha Thompson,No,No,Apt 407,1001 Grandview Ave APT 407,Bridgeville,15017,PA,USA,40.35342,-80.10545,condos
https://www.zillow.com/homedetails/327-Ridge-Point-Cir-BUILDING-33-Bridgeville-PA-15017/59856115_zpid/,,,90000,134100.0,1200,48600.0,06/05/2023,916.0,sqft,98.25,25.0,sqft,3600.0,2.0,1.0,,,No,No,Building 33,327 Ridge Point Cir BUILDING 33,Bridgeville,15017,PA,USA,40.32532,-80.12624,condos
https://www.zillow.com/homedetails/1303A-Walnut-St-Pittsburgh-PA-15221/164315296_zpid/,,,115000,115800.0,1602,97000.0,06/05/2023,1001.0,sqft,114.89,,,,2.0,2.0,,,No,No,,1303A Walnut St,Pittsburgh,15221,PA,USA,40.434334,-79.87926,condos
https://www.zillow.com/homedetails/55-Highland-Rd-APT-104-Bethel-Park-PA-15102/11431994_zpid/,,,90000,90700.0,950,76800.0,05/31/2023,,,,,,,1.0,1.0,,Kathleen Messinger,No,No,Apt 104,55 Highland Rd APT 104,Bethel Park,15102,PA,USA,40.34962,-80.04704,condos
https://www.zillow.com/homedetails/227-S-Home-Ave-APT-702-Pittsburgh-PA-15202/11325956_zpid/,,,121000,122000.0,1292,42000.0,05/30/2023,,,,,,,1.0,2.0,,Todd Schubert,No,No,Apt 702,227 S Home Ave APT 702,Pittsburgh,15202,PA,USA,40.496544,-80.06349,condos
https://www.zillow.com/homedetails/551-Sloop-Rd-APT-51-Pittsburgh-PA-15237/11589596_zpid/,,,124500,125500.0,974,62600.0,05/30/2023,756.0,sqft,164.68,622.91,sqft,199.87,1.0,1.0,,Kevin Trumble,No,No,Apt 51,551 Sloop Rd APT 51,Pittsburgh,15237,PA,USA,40.565796,-80.05357,condos
https://www.zillow.com/homedetails/520-Washington-Rd-APT-805-Pittsburgh-PA-15228/11311129_zpid/,,,119000,113200.0,997,77000.0,05/26/2023,673.0,sqft,176.82,47.92,sqft,2483.51,1.0,1.0,,Susan Cornetto,No,No,Apt 805,520 Washington Rd APT 805,Pittsburgh,15228,PA,USA,40.38361,-80.044075,condos
https://www.zillow.com/homedetails/400-Abbeyville-Rd-APT-A-Pittsburgh-PA-15228/11431704_zpid/,,,120000,121100.0,1529,71600.0,05/26/2023,1176.0,sqft,102.04,,,,2.0,2.0,,Lori Maffeo,No,No,Apt A,400 Abbeyville Rd APT A,Pittsburgh,15228,PA,USA,40.35053,-80.04739,condos
https://www.zillow.com/homedetails/690-Robinwood-Dr-APT-D-Pittsburgh-PA-15216/164540153_zpid/,,,125000,126200.0,999,79700.0,05/26/2023,,,,,,,1.0,1.0,,Kathleen Mathison,No,No,Apt D,690 Robinwood Dr APT D,Pittsburgh,15216,PA,USA,40.392956,-80.057755,condos
https://www.zillow.com/homedetails/531-Forest-Green-Dr-Coraopolis-PA-15108/11552258_zpid/,,,112000,113100.0,1495,53600.0,05/25/2023,1092.0,sqft,102.56,365.9,sqft,306.09,2.0,2.0,,Bryan Reilly,No,No,,531 Forest Green Dr,Coraopolis,15108,PA,USA,40.509697,-80.21517,condos
